"Name","X","Y"
"Methodist Girls' School (Primary)",103.782566,1.332954
"Methodist Girls' School (Secondary)",103.782566,1.332954
"Millennia Institute",103.741592,1.350343
"Montfort Junior School",103.889614,1.373864
"Montfort Secondary School",103.888992,1.373518
"Nan Chiau High School",103.890283,1.388713
"Nan Chiau Primary School",103.890834,1.391841
"Nan Hua High School",103.769189,1.30807
"Nan Hua Primary School",103.761213,1.319799
"Nanyang Girls' High School",103.802221,1.330651
"Nanyang Junior College",103.866494,1.350297
"Nanyang Primary School",103.808147,1.320943
"National Junior College",103.804488,1.329973
"Naval Base Primary School",103.839091,1.416055
"Naval Base Secondary School",103.8310319,1.41924
"New Town Primary School",103.799953,1.299825
"New Town Secondary School",103.773605,1.30915
"Ngee Ann Primary School",103.917371,1.305526
"Ngee Ann Secondary School",103.9569719,1.354061
"North Spring Primary School",103.903609,1.386881
"North View Primary School",103.848313,1.427616
"North Vista Primary School",103.89588,1.382913
"North Vista Secondary School",103.899463,1.381017
"Northbrooks Secondary School",103.845179,1.421082
"Northland Primary School",103.840768,1.420935
"Northland Secondary School",103.840098,1.435827
"Northlight School",103.8556591,1.3199646
"Northoaks Primary School",103.813826,1.456638
"Nus High School Of Mathematics And Science",103.769412,1.307227
"Oasis Primary School",103.9109669,1.4047715
"Opera Estate Primary School",103.923725,1.319773
"Orchid Park Secondary School",103.83835,1.414902
"Outram Secondary School",103.837091,1.286507
"Palm View Primary School",103.8907953,1.3839074
"Park View Primary School",103.939371,1.377331
"Pasir Ris Crest Secondary School",103.959377,1.372334
"Pasir Ris Primary School",103.962479,1.372305
"Pasir Ris Secondary School",103.948043,1.354805
"Paya Lebar Methodist Girls' School (Primary)",103.884813,1.351003
"Paya Lebar Methodist Girls' School (Secondary)",103.885565,1.3507309
"Pei Chun Public School",103.85482,1.337371
"Pei Hwa Presbyterian Primary School",103.77613,1.338081
"Pei Hwa Secondary School",103.878474,1.390273
"Pei Tong Primary School",103.767747,1.315889
"Peicai Secondary School",103.870667,1.3587
"Peirce Secondary School",103.829903,1.36613
"Peiying Primary School",103.830256,1.417009
"Ping Yi Secondary School",103.920663,1.326674
"Pioneer Primary School",103.694609,1.348486
"Poi Ching School",103.935299,1.3582
"Presbyterian High School",103.8431,1.382254
"Princess Elizabeth Primary School",103.74102,1.349481
"Punggol Cove Primary School",103.89861,1.4116904
"Punggol Green Primary School",103.8988531,1.4018544
"Punggol Primary School",103.894746,1.37819
"Punggol Secondary School",103.909443,1.402069
"Punggol View Primary School",103.90518,1.4052971
"Qifa Primary School",103.757141,1.312805
"Qihua Primary School",103.788557,1.442105
"Queenstown Primary School",103.807958,1.296349
"Queenstown Secondary School",103.8128739,1.293467
"Queensway Secondary School",103.801857,1.300681
"Radin Mas Primary School",103.824287,1.274538
"Raffles Girls' Primary School",103.806788,1.330302
"Raffles Girls' School (Secondary)",103.8437236,1.3432054
"Raffles Institution",103.845871,1.345712
"Red Swastika School",103.934605,1.333361
"Regent Secondary School",103.750966,1.393079
"River Valley High School",103.70949,1.343172
"River Valley Primary School",103.836008,1.294206
"Riverside Primary School",103.801516,1.447306
"Riverside Secondary School",103.788728,1.44088
"Rivervale Primary School",103.904383,1.393196
"Rosyth School",103.874791,1.372862
"Rulang Primary School",103.718911,1.346187
"School Of Science And Technology, Singapore",103.7740056,1.3137564
"School Of The Arts, Singapore",103.84871,1.298907
"Sembawang Primary School",103.820734,1.44497
"Sembawang Secondary School",103.816996,1.445241
"Seng Kang Primary School",103.8993117,1.3890411
"Seng Kang Secondary School",103.898397,1.385933
"Sengkang Green Primary School",103.8751169,1.3925337
"Serangoon Garden Secondary School",103.868983,1.36967
"Serangoon Secondary School",103.9024166,1.3744939
"Shuqun Primary School",103.7215779,1.347595
"Si Ling Primary School",103.78577,1.432693
"Singapore Chinese Girls' Primary School",103.828017,1.321253
"Singapore Chinese Girls' School",103.828017,1.321253
"Singapore Sports School",103.789056,1.426703
"South View Primary School",103.747145,1.381324
"Spectra Secondary School",103.8043789,1.4364557
"Springdale Primary School",103.8896801,1.3949667
"Springfield Secondary School",103.929982,1.349409
"St. Andrew's Junior College",103.8631951,1.3332005
"St. Andrew's Junior School",103.8652089,1.331468
"St. Andrew's Secondary School",103.865853,1.331368
"St. Anthony's Canossian Primary School",103.941072,1.334282
"St. Anthony's Canossian Secondary School",103.942216,1.334613
"St. Anthony's Primary School",103.748959,1.3641887
"St. Gabriel's Primary School",103.862358,1.349363
"St. Gabriel's Secondary School",103.875825,1.346401
"St. Hilda's Primary School",103.936412,1.349548
"St. Hilda's Secondary School",103.936638,1.350082
"St. Joseph's Institution",103.828591,1.322914
"St. Joseph's Institution Junior",103.845562,1.317267
"St. Margaret's Primary School",103.881618,1.324557
"St. Margaret's Secondary School",103.809597,1.319577
"St. Patrick's School",103.916644,1.3092299
"St. Stephen's School",103.917604,1.3190059
"Stamford Primary School",103.857586,1.303878
"Swiss Cottage Secondary School",103.750416,1.364045
"Tampines Meridian Junior College",103.937002,1.376067
"Tampines North Primary School",103.948581,1.360298
"Tampines Primary School",103.94402,1.349774
"Tampines Secondary School",103.944486,1.34871
"Tanglin Secondary School",103.758184,1.309698
"Tanjong Katong Girls' School",103.895897,1.308631
"Tanjong Katong Primary School",103.938907,1.32368
"Tanjong Katong Secondary School",103.897257,1.3086279
"Tao Nan School",103.911434,1.3049059
"Teck Ghee Primary School",103.8505239,1.365396
"Teck Whye Primary School",103.753548,1.383126
"Teck Whye Secondary School",103.755214,1.382536
"Telok Kurau Primary School",103.911059,1.331377
"Temasek Junior College",103.935561,1.3189
"Temasek Primary School",103.945488,1.317502
"Temasek Secondary School",103.9471669,1.3157589
"Townsville Primary School",103.854452,1.359123
"Unity Primary School",103.74729,1.403245
"Unity Secondary School",103.746125,1.40005
"Valour Primary School",103.89861,1.4116904
"Victoria Junior College",103.919825,1.306142
"Victoria School",103.927638,1.308378
"Waterway Primary School",103.9184708,1.3990541
"Wellington Primary School",103.8219,1.452297
"West Grove Primary School",103.698987,1.34455
"West Spring Primary School",103.7652356,1.3895049
"West Spring Secondary School",103.760018,1.387707
"West View Primary School",103.760229,1.383113
"Westwood Primary School",103.7004708,1.3472361
"Westwood Secondary School",103.701682,1.353569
"White Sands Primary School",103.961329,1.364903
"Whitley Secondary School",103.843265,1.355497
"Woodgrove Primary School",103.790306,1.4332339
"Woodgrove Secondary School",103.796334,1.4280679
"Woodlands Primary School",103.791794,1.436771
"Woodlands Ring Primary School",103.797928,1.434839
"Woodlands Ring Secondary School",103.800671,1.436147
"Woodlands Secondary School",103.774208,1.439565
"Xinghua Primary School",103.889918,1.357861
"Xingnan Primary School",103.688066,1.342223
"Xinmin Primary School",103.8830289,1.371069
"Xinmin Secondary School",103.883077,1.372635
"Xishan Primary School",103.837571,1.433577
"Yangzheng Primary School",103.868407,1.348506
"Yew Tee Primary School",103.751221,1.396985
"Yio Chu Kang Primary School",103.885447,1.3777919
"Yio Chu Kang Secondary School",103.842103,1.377635
"Yishun Innova Junior College",103.829634,1.424637
"Yishun Primary School",103.833896,1.434101
"Yishun Secondary School",103.828833,1.428129
"Yishun Town Secondary School",103.837858,1.43231
"Yu Neng Primary School",103.932513,1.333929
"Yuan Ching Secondary School",103.720994,1.341917
"Yuhua Primary School",103.740763,1.343263
"Yuhua Secondary School",103.722405,1.347026
"Yumin Primary School",103.951159,1.351484
"Yusof Ishak Secondary School",103.760309,1.342423
"Yuying Secondary School",103.890092,1.356754
"Zhangde Primary School",103.826193,1.284578
"Zhenghua Primary School",103.769301,1.37957
"Zhenghua Secondary School",103.764939,1.388271
"Zhonghua Primary School",103.869558,1.359895
"Zhonghua Secondary School",103.869187,1.3494569
